project_id,section_id,task_content,completed_at,deadline,description,due_date,duration
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,[The Met Cloisters | The Metropolitan Museum of Art](https://www.metmuseum.org/visit/plan-your-visit/met-cloisters),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,27\. We Were Here,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Claudia Luevano,,,,2026-07-10,
6f3q9rqqQqCV7WQh,,El guardián entre el centeno,,,,None,
6f424h3jXhCRC5x6,,"Evitar la duplicidad de placas, en las listas de observación.",,,,None,
6f424rwJR7rJhXhQ,,Actualizar servidores periféricos [ISS].,,,,2025-10-10,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Uss ling (new York),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,28\. The Lord of the Rings: The Return of the King,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Mama,,,,2026-08-20,
6f3q9rqqQqCV7WQh,,Diez negritos,,,,None,
6f424h3jXhCRC5x6,,Santiago y Sta Catarina conexión a C5.,,,,None,
6f424rwJR7rJhXhQ,,Instalación de SecurOS en estaciones de trabajo [C5].,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,VALLE DE GUDALUPE VISITA VIÃ‘EDOS,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,30\. Carlos,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Braulio,,,,2026-09-26,
6f3q9rqqQqCV7WQh,,Sueño en el pabellon rojo,,,,None,
6f424h3jXhCRC5x6,,Revisar el tema del movimiento de licencia LPR flotante.,,,,None,
6f424rwJR7rJhXhQ,,Revisión de funcionamiento de MCC y estaciones de trabajo [C5]. m,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Ver ballena azul,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,31\. Maborosi,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Pablo Albert,,,,2026-09-07,
6f3q9rqqQqCV7WQh,,Historia de dos ciudades,,,,None,
6f424h3jXhCRC5x6,,GIS pruebas locales.,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Viaje al norte con nieve,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,32\. Amour,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Jesús Morales,,,,2025-11-15,
6f3q9rqqQqCV7WQh,,Don quijote,,,,None,
6f424h3jXhCRC5x6,,Audit Trail pruebas,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Vive la caminata de costa a costa en Baja California | MÃ©xico Desconocido,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,33\. The Servant,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Luis Tavares,,,,2026-05-04,
6f3q9rqqQqCV7WQh,,La maldición de Hill House,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,"Aksari Resort Ubud, Indonesia ðŸ¨ - Photo by: [IG]",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,34\. Reversal of Fortune,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Polo Colunga,,,,2026-05-26,
6f3q9rqqQqCV7WQh,,Las historias de terror del libro rojo de David,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,[Luxury French Quarter New Orleans Hotel - Hotel Monteleone](https://hotelmonteleone.com/),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"35\. Crouching Tiger, Hidden Dragon",,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos mama de Gaby Cuevas,,,,2026-07-22,
6f3q9rqqQqCV7WQh,,Asesina Íntima,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Isla Guadalupe Tiburones blancos (Baja California),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,37\. Schindler's List,,,,None,
6f3h7r5p7QgWmhPp,,Alejandro de chucho,,,,2025-11-13,
6f3q9rqqQqCV7WQh,,"Gumaro de Dios, el caníbal",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,"Los Arcos, Puerto Vallarta",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,38\. Jackie,,,,None,
6f3h7r5p7QgWmhPp,,Fer de Chucho,,,,2025-12-31,
6f3q9rqqQqCV7WQh,,"La neoinquisición: Persecución, censura y decadencia cultural en el siglo XXI (Deusto) (Spanish Edition)
de Axel Kaiser Barents-von Hohenhagen (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,"SÃ³tano de barro, sierra gorda",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,39\. Sherpa,,,,None,
6f3h7r5p7QgWmhPp,,Lucíana de Conny,,,,2026-03-26,
6f3q9rqqQqCV7WQh,,"Storytelling, la escritura mágica: Técnicas para ordenar las ideas, escribir con facilidad y hacer que te lean (Spanish Edition)
de Carlos Salas (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Playas irreales y paradisÃ­acas en MÃ©xico,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,4\. Pan's Labyrinth,,,,None,
6f3h7r5p7QgWmhPp,,Hijos Fernando ISS,,,,2026-06-26,
6f3q9rqqQqCV7WQh,,"Yo, Díaz (Spanish Edition)
de Pedro J. Fernández (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,"Puente de Ikema-Ohashi, en las islas Miyako, JapÃ³n",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,40\. Sita Sings the Blues,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Manuel Joe,,,,2025-11-14,
6f3q9rqqQqCV7WQh,,"Popular: Finding Happiness and Success in a World That Cares Too Much About the Wrong Kinds of Relationships
de Mitch Prinstein (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Pitcairn Islands,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,41\. Days of Heaven,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Esveidi,,,,2026-06-12,
6f3q9rqqQqCV7WQh,,"Porfirio Díaz. Su vida y su tiempo I: La guerra: 1830-1867 (Spanish Edition)
de Carlos Tello Díaz (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hotel Azulik (Tulum),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,42\. Crumb,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Mariana de Esveidi,,,,2026-07-10,
6f3q9rqqQqCV7WQh,,"El exilio: Un relato de familia (Spanish Edition)
de Carlos Tello Díaz (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hotel Xcaret,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,43\. Inside Llewyn Davis,,,,None,
6f3h7r5p7QgWmhPp,,Karina6,,,,2026-09-19,
6f3q9rqqQqCV7WQh,,"Y mi palabra es la ley: AMLO en Palacio Nacional (Spanish Edition)
de Carlos Elizondo Mayer-Serra (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hotel Vidanta Playa del Carmen,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,44\. One More Time With Feeling,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Anali Nacianceno,,,,2026-08-15,
6f3q9rqqQqCV7WQh,,"El secreto de Olga (LITERATURA INFANTIL - Premio Ciudad de Málaga) (Spanish Edition)
de Patricia García-Rojo, María Corredera (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hotel Fairmont Mayakoba Riviera Maya,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,45\. Yi Yi,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Mariana,,,,2026-07-24,
6f3q9rqqQqCV7WQh,,"Apuntes para mis hijos (Tezontle) (Spanish Edition)
de Benito Juárez, Fondo de Cultura Economica (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hotel Palafitos en Punta Maroma,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,46\. The Diving Bell and the Butterfly,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Terry Frederickson,,,,2026-08-21,
6f3q9rqqQqCV7WQh,,"Maximiliano, emperador de México (Spanish Edition)
de Carlos Tello Díaz (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,"Sendero en las montaÃ±as de la isla de SÃ£o Miguel, Azores",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,47\. The Class,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Olga,,,,2026-08-31,
6f3q9rqqQqCV7WQh,,"El Diablo: Prólogo de Pere Gimferrer (BackList Contemporáneos No Ficción) (Spanish Edition)
de Giovanni Papini, Vicente Fatone (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Mina en mapimi,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,49\. 35 Shots of Rum,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos JUDTIH,,,,2026-04-20,
6f3q9rqqQqCV7WQh,,"The Mathematics of Love (TED)
de Hannah Fry (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,"LibrerÃ­a Conarte, Mty",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,5\. Hoop Dreams,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos ADRIANA AREVALO,,,,2025-11-02,
6f3q9rqqQqCV7WQh,,"Eso nunca funcionará: El nacimiento de Netflix y el poder de las grandes ideas (No Ficción) (Spanish Edition)
de Marc Randolph, Anna Valor Blanquer (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hiking Grutas Nevadas,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"6\. 4 Months, 3 Weeks and",,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Liliana Castillo,,,,2026-01-11,
6f3q9rqqQqCV7WQh,,"Los líderes comen al final: Por qué algunos equipos funcionan bien y otros no (Gestión del conocimiento) (Spanish Edition)
de Simon Sinek, Martín Rodríguez-Courel Ginzo (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Tren Chepe 2021 ðŸš† QuÃ© estaciones visitar? ðŸ˜ El Chepe en invierno?â›„ Planea tu Recorrido Chepe Express,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,7\. 12 Years a Slave,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Jorge Caballero,,,,2025-12-01,
6f3q9rqqQqCV7WQh,,"Encuentra tu porqué: Una guía práctica para encontrar un propósito en el trabajo (Gestión del conocimiento) (Spanish Edition)
de David Mead, Peter Docker (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,"[Cuatro CiÃ©negas, Coahuila: un lugar para comer rico, ver las estrellas y beber vino mexicano](https://es-us.vida-estilo.yahoo.com/cuatro-ci%C3%A9negas-coahuila-comer-rico-183054580.html)",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,8\. Ran,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Oscar A.,,,,2025-12-18,
6f3q9rqqQqCV7WQh,,"Caos y complejidad: La realidad como caleidoscopio (Spanish Edition)
de Sergio de Régules Ruiz-Funes (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,PARRAS COAHUILA,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,9\. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Gerardo Herrera,,,,2025-12-21,
6f3q9rqqQqCV7WQh,,"Bloodline
de Sidney Sheldon (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,[Cuatrimotos | Glamping Monterrey | Montemorelos](https://www.glampingmonterrey.com/),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Belle de jour,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Alejandra Colomo,,,,2026-03-10,
6f3q9rqqQqCV7WQh,,"La casa embrujada (Estudios y documentos) (Spanish Edition)
de ED Warren, Lorraine Warren (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,[ChablÃ© Hotels - ChablÃ©](https://chablehotels.com/),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Calavacitas tiernas con tintan,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Dante Torres,,,,2026-03-13,
6f3q9rqqQqCV7WQh,,"El evangelio de Lucas Gavilán (Spanish Edition)
de Vicente Leñero Otero (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hiking la batea 40 min de mty,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Curiosa,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos Alejandro Martinez,,,,2026-03-20,
6f3q9rqqQqCV7WQh,,Amor liquido,,,,None,
6f3ghJM7Mwh77PJ2,6f3ghgffWr98W3V2,Hueverde (barbacoa en salsa),,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El Lado obscuro del corazon,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Yazmin Melena,,,,2026-04-04,
6f3q9rqqQqCV7WQh,,Historias de mujeres,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,La pianista,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Liliana Vazquez,,,,2026-05-07,
6f3q9rqqQqCV7WQh,,Tenemos que hablar de Kevin by Lionel Shriver,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,La vida de adele,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Antonio Cortes,,,,2026-05-11,
6f3q9rqqQqCV7WQh,,Un mundo sin quejas.,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Last cristmas,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Gilberto C,,,,2026-05-12,
6f3q9rqqQqCV7WQh,,Inmortalidad del alma by San Agustin,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,SeducciÃ³n,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Rocío Sánchez de la B,,,,2026-05-23,
6f3q9rqqQqCV7WQh,,Memorias de  una Geisha,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"[Watch ""The Way, ""El camino de Santiago""; Emilio Estevez 2010 (Castellano)"" on YouTube](https://youtu.be/QD3FtB9rNeo)",,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Monserrat González,,,,2026-06-04,
6f3q9rqqQqCV7WQh,,Muros de agua José Revueltas,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,The good place,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Berenice Guillen,,,,2026-07-26,
6f3q9rqqQqCV7WQh,,Bio benjamín franklin,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Cortina rasgada,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Guillermo Mtz,,,,2026-09-08,
6f3q9rqqQqCV7WQh,,Leer es resistir | Mario Mendoza,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Kelly + Victor,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Eloísa López,,,,2026-09-15,
6f3q9rqqQqCV7WQh,,Arrevatos carnales,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,â€˜Los Plebesâ€™ el narco que no ves en streaming,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Carlos Treviño,,,,2026-09-22,
6f3q9rqqQqCV7WQh,,"The Wit and Wisdom of Winston Churchill: A Treasury of More than 1000 Quotations
de James C. Humes, Richard M. Nixon (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,La cuerda floja,,,,None,
6f3h7r5p7QgWmhPp,,Cumpleanos de Elsa García,,,,2026-10-17,
6f3q9rqqQqCV7WQh,,"Security Operations Center Guidebook: A Practical Guide for a Successful SOC
de Gregory Jarpey, Scott Mccoy (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Dangal netflix,,,,None,
6f3q9rqqQqCV7WQh,,"Arrebatos carnales (Spanish Edition)
de Francisco Martín Moreno (Edición Kindle) |",,,,None,
6f3h7r5p7QgWmhPp,,Cumpleaños Daniela 6,,,,2025-11-13,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,El golpe robert redford,,,,None,
6f3q9rqqQqCV7WQh,,"Inteligencia matemática (Spanish Edition)
de Eduardo Sáenz de Cabezón (Edición Kindle) |",,,,None,
6f3h7r5p7QgWmhPp,,Cumpleaños Fernando Hdz,,,,2026-10-31,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Where is Bernadet,,,,None,
6f3q9rqqQqCV7WQh,,"How to Be Really Productive: Achieving Clarity and Getting Results in a World Where Work Never Ends
de Grace Marshall (Tapa blanda) | Ofrecido por Prime Deals, USA.",,,,None,
6f3h7r5p7QgWmhPp,,Cumpleaños Chelita,,,,2026-10-31,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Lucy,,,,None,
6f3q9rqqQqCV7WQh,,"Soy una mujer holística
de Maria José Flaqué (Edición Kindle) | Ofrecido por Penguin Random House Grupo Editorial SAU.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Mi amigo nitche,,,,None,
6f3q9rqqQqCV7WQh,,"DICCIONARIO DE LENGUAJE NO VERBAL
de JOE NAVARRO, Jacqueline Guiter (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Siete prisioneros K6,,,,None,
6f3q9rqqQqCV7WQh,,"Finding Fibonacci: The Quest to Rediscover the Forgotten Mathematical Genius Who Changed the World (English Edition)
de Keith Devlin (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Chaos Walking,,,,None,
6f3q9rqqQqCV7WQh,,"Effective Physical Security (English Edition)
de Lawrence J. Fennelly (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Gringo viejo.,,,,None,
6f3q9rqqQqCV7WQh,,"Design and Evaluation of Physical Protection Systems (English Edition)
de Mary Lynn Garcia (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,La lengua de las mariposas,,,,None,
6f3q9rqqQqCV7WQh,,"La patria y la muerte: Los crímenes y horrores del nacionalismo mexicano
de José Luis Trueba Lara (Edición Kindle) | Ofrecido por Penguin Random House Grupo Editorial SAU.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,Kardec en Netflix,,,,None,
6f3q9rqqQqCV7WQh,,"Remote: Office Not Required (English Edition)
de Jason Fried, David Heinemeier Hansson (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,1\\. El muro (II) (2017),,,,None,
6f3q9rqqQqCV7WQh,,"Érase una vez México 1: De las cavernas al virreinato (Fuera de colección)
de Alejandro Rosas, Sandra Molina (Edición Kindle) | Ofrecido por Editorial Planeta, S.A.U..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,2\\. Dura muerte (2020),,,,None,
6f3q9rqqQqCV7WQh,,"Los años heridos (Ensayo)
de Fritz Glockner (Edición Kindle) | Ofrecido por Editorial Planeta, S.A.U..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,3\\. Jarhead 3: El asedio (2016),,,,None,
6f3q9rqqQqCV7WQh,,"Cómo explicar física cuántica con un gato zombi
de científicos sobre ruedas Big Van (Edición Kindle) | Ofrecido por Penguin Random House Grupo Editorial SAU.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"4\\. Matar, morir, reÃ­r (2017)",,,,None,
6f3q9rqqQqCV7WQh,,"El árbol de Emmy: Emmy Noether, la mayor matemática de la historia
de Eduardo Sáenz de Cabezón (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,5\\. La vida de un gruÃ±ido (2019),,,,None,
6f3q9rqqQqCV7WQh,,"Maravillosa historia del tiempo y sus circunstancias, la
de SALVADOR CASANOVA (Pasta blanda) | Ofrecido por Harper & Brookstone Books and Knowledge.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"6\\. Nosotros, los Marines (2017)",,,,None,
6f3q9rqqQqCV7WQh,,"Una Visita Al Siglo Xix
de Varios Autores (Pasta blanda) | Ofrecido por Amazon México.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,7\\. Mar Muerto (2014),,,,None,
6f3q9rqqQqCV7WQh,,"Bluefishing: The Art of Making Things Happen (English Edition)
de Steve Sims (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,8\\. Perros del Diablo (2017),,,,None,
6f3q9rqqQqCV7WQh,,"Empieza Con el Porque: Como los Grandes Lideres Motivan A Actuar
de Simon Sinek (Pasta blanda) | Ofrecido por Librería Pushkin.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,9\\. Eres el enemigo: Â¡Bienvenido de nuevo! (2014),,,,None,
6f3q9rqqQqCV7WQh,,"¿Cuándo?: La ciencia de encontrar el momento preciso (Alienta)
de Daniel H. Pink, Verónica Puertollano López (Edición Kindle) | Ofrecido por Editorial Planeta, S.A.U..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,10\\. Roca Saber (2017),,,,None,
6f3q9rqqQqCV7WQh,,"Yo, Díaz
de Pedro J. Fernández (Edición Kindle) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,11\\. Novias de guerra de JapÃ³n (2018),,,,None,
6f3q9rqqQqCV7WQh,,"Chaos: Making a New Science
de James Gleick (Pasta blanda) | Ofrecido por Amazon México.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"12\\. Sistema de autodefensa de Gentleman Warrior Volumen 3, (2016)",,,,None,
6f3q9rqqQqCV7WQh,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma (English Edition)
de Bessel van der Kolk (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,13\\. El hombre del sombrero de vaquero (2016),,,,None,
6f3q9rqqQqCV7WQh,,"El principio del placer
de José Emilio Pacheco (Pasta blanda) | Ofrecido por Amazon México.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,14\\. SueÃ±a y juega (2022),,,,None,
6f3q9rqqQqCV7WQh,,"Gramatica de la Fantasia: Introduccion al Arte de Inventar Historias (Coleccion Nuevos Caminos) (Spanish Edition)
de Gianni Rodari (Pasta blanda) | Ofrecido por Nimbus Retail.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,15\\. El Campo (2014),,,,None,
6f3q9rqqQqCV7WQh,,"Mendel el de los libros (Cuadernos del Acantilado nº 33)
de Stefan Zweig, Berta Vias Mahou (Edición Kindle) | Ofrecido por Amazon Mexico Services, Inc..",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,16\\. JardÃ­n del DragÃ³n PacÃ­fico (2019),,,,None,
6f3q9rqqQqCV7WQh,,"LA CONSPIRADORA
de GUILLERMO BARBA (Pasta blanda) | Ofrecido por Amazon México.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,17\\. Royal (2017),,,,None,
6f3q9rqqQqCV7WQh,,"Salon de belleza
de Mario Bellatin (Pasta blanda) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"18\\. War Brides of Japan, un documental: The Brides (2019)",,,,None,
6f3q9rqqQqCV7WQh,,"Cuentos reunidos / Reunited Stories
de Amparo Davila (Pasta blanda) | Ofrecido por cybershopmorelia.",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"19\\. War Brides of Japan, un documental: The Culture (2019)",,,,None,
6f3q9rqqQqCV7WQh,,"Necropolitana
de Bernardo Esquinca (folleto) |",,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"20\\. War Brides of Japan, un documental: Herstory (2019)",,,,None,
6f3q9rqqQqCV7WQh,,Buscar y comprar La maravillosa historia del tiempo y sus circunstancias,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"21\\. War Brides of Japan, un documental: BFF's; Budist Friends Forever (2019)",,,,None,
6f3q9rqqQqCV7WQh,,Clint Emerson 511 Tactical author,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,22\\. Siempre tendremos a Parris (2016),,,,None,
6f3q9rqqQqCV7WQh,,DECAMERON,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,23\\. Disculpe mi acento (2020),,,,None,
6f3q9rqqQqCV7WQh,,DERECHOS HUMANOS + DERECHOS DEL CIUDADANO: Discurso en la Asamblea Legislativa de Francia / por Víctor Hugo,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,24\\. Parris Island 100 aÃ±os: hacemos marines (2015),,,,None,
6f3q9rqqQqCV7WQh,,Chaos James Gleick's,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,"25\\. War Brides of Japan, un documental: The Kids (2019)",,,,None,
6f3q9rqqQqCV7WQh,,Un mundo alucinante Reynaldo Arenas,,,,None,
6f3ghJM7Mwh77PJ2,6f3gj7gGvvwpPJHR,26\\. Marines NCR: Fuerzas Especiales NCR (2021),,,,None,
6f3q9rqqQqCV7WQh,,Día de la Mujer: 5 teoremas matemáticos cuyas autoras (y sus fascinantes historias) quizás no conoces - BBC News Mundo,,,,None,
